Series	year	month	day	data_recorder	data_collector	boat_driver	starttime_hour	starttime_min	endtime_hour	endtime_min	site	surfacetemp_fishfinder_farenheit	depth_ft	airtemp_c	percentcloudcover	precipitation	precip_type	windspeed_kmh	wind_direction	hightide1_hour	hightide1_min	hightide1_m	lowtide1_hour	lowtide1_min	lowtide1_m	hightide2_hour	hightide2_min	hightide2_m	lowtide2_hour	lowtide2_min	lowtide2_m	tek_plants	tek_birds	tek_amphibians	tek_invertebrates	gateactivity1_type	gateactivity1_hour	gateactivity1_min	gateactvity1_notes	gateactivity2_type	gateactivity2_hour	gateactivity2_min	gateactivity2_notes	gateactivity3_type	gateactivity3_hour	gateactivity3_min	gateactivity3_notes	gateactivity4_type	gateactivity4_hour	gateactivity4_min	gateactivity4_notes	gear_type	net_material	meshsize_inch	eelpotnumber	eelpot_bait	eelpot_baittype	gps_waypoint_in	utm_in_zone	utm_in_n	utm_in_e	utm_out_n	utm_out_e	gearnumber_set	set_number	newsetnum	timein_year	timein_month	timein_day	timein_hour	timein_min	timeout_month	timeout_day	timeout_hour	timeout_min	capture	common_name	species_name	unknown_species_note	fl_cm	tl_cm	sex	weight_g	abundance	notes	notes2
5530	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2017	7	10	11	52	7	10	12	34	Y	Striped Bass	Morone saxatilis	NA	36.5	39.5	NA	NA	1	NA	NA
5531	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	2017	7	10	12	40	7	10	13	20	Y	Striped Bass	Morone saxatilis	NA	33.5	37.4	NA	NA	1	NA	NA
5532	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	2017	7	10	12	40	7	10	13	20	Y	Striped Bass	Morone saxatilis	NA	34	36.5	NA	NA	1	NA	NA
5533	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	2017	7	10	13	26	7	10	14	15	Y	Striped Bass	Morone saxatilis	NA	34.1	37	NA	NA	1	NA	NA
5534	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	2017	7	10	11	55	7	10	12	32	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5535	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	2017	7	10	12	42	7	10	13	19	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5536	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	2017	7	10	13	29	7	10	14	14	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5537	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	2017	7	10	11	56	7	10	12	29	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5538	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	2017	7	10	12	46	7	10	13	17	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5539	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	2017	7	10	13	32	7	10	14	13	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5540	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA	2017	7	10	11	58	7	10	12	28	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5541	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	2017	7	10	12	47	7	10	13	16	Y	Striped Bass	Morone saxatilis	NA	NA	NA	NA	NA	1	1 n/a schoolie got away	NA
5542	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	2017	7	10	13	33	7	10	14	8	Y	Striped Bass	Morone saxatilis	NA	47.3	51.4	NA	NA	1	NA	NA
5543	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	2017	7	10	13	33	7	10	14	8	Y	Striped Bass	Morone saxatilis	NA	50.4	54.4	NA	NA	1	NA	NA
6767	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	38	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	43.5	NA	NA	1	NA	NA
6768	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	39	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	36	NA	NA	1	NA	NA
6769	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	40	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	40	NA	NA	1	NA	NA
6770	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	41	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	40	NA	NA	1	NA	NA
6771	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	42	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	45	NA	NA	1	NA	NA
6822	2017	10	10	Anna Murphy	Hannah Gillam	Darren Porter	9	50	12	32	Lakeside	66.3	11.4	21.5	80	N	NA	8	SSW	4	35	7.4	10	51	-2.2	16	58	7.7	23	22	-2.6	NA	NA	NA	NA	open	9	50	gates open on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	10	9	55	10	10	12	7	Y	American Eel	Anguilla rostrata	NA	NA	46.5	NA	NA	1	NA	NA
6823	2017	10	10	Anna Murphy	Hannah Gillam	Darren Porter	9	50	12	32	Lakeside	66.3	11.4	21.5	80	N	NA	8	SSW	4	35	7.4	10	51	-2.2	16	58	7.7	23	22	-2.6	NA	NA	NA	NA	open	9	50	gates open on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	10	9	55	10	10	12	7	Y	American Eel	Anguilla rostrata	NA	NA	50.5	NA	NA	1	NA	NA
6833	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	49.5	NA	NA	1	NA	NA
6834	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	47.5	NA	NA	1	NA	NA
6835	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	39.5	NA	NA	1	NA	NA
6836	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	36	NA	NA	1	NA	NA
6837	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	43	NA	NA	1	NA	NA
6838	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	40	NA	NA	1	NA	NA
6839	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	31	NA	NA	1	NA	NA
6840	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	42.5	NA	NA	1	NA	NA
6841	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	64.5	NA	NA	1	NA	NA
6842	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	71.5	NA	NA	1	NA	NA
6843	2017	10	11	Anna Murphy	Hannah Gillam	Darren Porter	8	28	10	40	Lakeside	62.9	16	14.5	20	N	NA	2.5	W	5	31	7.1	11	47	-1.9	17	56	7.3	NA	NA	NA	NA	NA	NA	NA	closed	8	28	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	3	1	NA	2017	10	11	8	33	10	11	10	32	Y	American Eel	Anguilla rostrata	NA	NA	49	NA	NA	1	NA	NA
6861	2017	10	16	Anna Murphy	Hannah Gillam	Darren Porter	11	49	14	14	Lakeside	64.5	9.7	19.2	90	N	NA	11	NE	11	1	7.3	4	46	-2.3	23	26	7.6	17	14	-2.3	NA	NA	NA	NA	closed	11	49	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	16	11	54	10	16	14	8	Y	American Eel	Anguilla rostrata	NA	NA	47.5	NA	NA	1	Silver eel	NA
6862	2017	10	16	Anna Murphy	Hannah Gillam	Darren Porter	11	49	14	14	Lakeside	64.5	9.7	19.2	90	N	NA	11	NE	11	1	7.3	4	46	-2.3	23	26	7.6	17	14	-2.3	NA	NA	NA	NA	closed	11	49	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	16	11	54	10	16	14	8	Y	American Eel	Anguilla rostrata	NA	NA	47	NA	NA	1	NA	NA
6863	2017	10	16	Anna Murphy	Hannah Gillam	Darren Porter	11	49	14	14	Lakeside	64.5	9.7	19.2	90	N	NA	11	NE	11	1	7.3	4	46	-2.3	23	26	7.6	17	14	-2.3	NA	NA	NA	NA	closed	11	49	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	16	11	54	10	16	14	8	Y	American Eel	Anguilla rostrata	NA	NA	50	NA	NA	1	NA	NA
6880	2017	10	17	Anna Murphy	Hannah Gillam	Darren Porter	8	52	11	35	Tideside	56	NA	7.7	100	Y	Rain	9.1	N	11	54	7.6	5	41	-2.6	NA	NA	NA	18	7	-2.7	"Marsh grass is starting to die, can see in nets"	"Blue herring present, here to eat tomcod/smelt so should see them"	NA	NA	closed	8	52	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	17	9	1	10	17	11	17	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	23	NA	NA	1	NA	NA
6920	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	20	NA	NA	1	NA	NA
6921	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	22.5	NA	NA	1	NA	NA
6922	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	20.5	NA	NA	1	NA	NA
6923	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	22	NA	NA	1	NA	NA
6924	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	22	NA	NA	1	NA	NA
6925	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	24	NA	NA	1	NA	NA
6926	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	20	NA	NA	1	NA	NA
6927	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	25.5	NA	NA	1	NA	NA
6928	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	25	NA	NA	1	NA	NA
6929	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	24	NA	NA	1	NA	NA
6930	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	23	NA	NA	1	NA	NA
6931	2017	10	20	Anna Murphy	Hannah Gillam	Darren Porter	11	7	13	3	Tideside	60.4	NA	16	5	N	NA	8	ENE	1	46	7.9	7	56	-2.8	14	3	8	20	18	-3	NA	NA	NA	NA	closed	11	7	gates closed on arrival and departure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	1	1	NA	2017	10	20	11	14	10	20	12	51	Y	Atlantic Tomcod	Microgadus tomcod	NA	NA	23.5	NA	NA	1	NA	NA
